,BT-549,CAL-148,CAL-51,HCC1937,Hs-578T,MDA-MB-231,MDA-MB-436,MDA-MB-468,CAL-120,CAL-85-1,DU-4475,HCC1143,HDQ-P1,MFM-223,BT-20,HCC-1187,HCC-1395,HCC-1806,HCC-38,HCC-70
CHEMBL2396661,0.0,3.5,7.3,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,2.5,0.0,0.0,0.4,0.0
CHEMBL558642,0.0,6.2,7.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL34259,0.0,32.4,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0
CHEMBL14762,0.0,0.3,0.0,0.0,0.0,0.6,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.1,0.0,0.0
CHEMBL482968,2.1,16.3,23.1,1.8,5.8,1.3,0.0,5.8,3.7,6.2,12.4,4.5,2.9,5.7,4.2,2.7,2.5,4.7,8.6,2.2
CHEMBL1908391,0.0,1.3,6.0,0.1,0.0,3.8,0.0,1.1,0.0,0.6,0.3,0.0,0.0,0.0,0.0,1.2,2.9,3.5,0.5,0.4
CHEMBL215152,0.0,48.0,33.0,0.0,0.1,0.2,3.1,7.7,0.0,0.5,4.9,0.0,0.0,0.0,6.8,9.0,6.8,0.0,2.9,0.3
CHEMBL3408248,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL189963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL592893,2.1,5.0,6.8,5.3,2.5,7.2,2.7,4.0,1.8,7.5,5.3,3.3,4.1,2.5,4.7,6.6,6.0,7.3,7.7,3.8
CHEMBL3545360,0.0,0.0,9.5,0.0,0.0,8.0,0.0,0.0,0.1,2.8,3.5,0.4,2.9,0.0,0.0,0.1,0.9,0.7,1.0,0.0
CHEMBL1171837,0.0,0.0,21.9,0.1,2.8,5.6,0.0,0.0,5.2,4.7,6.6,1.8,2.9,2.5,0.0,0.0,0.0,0.0,2.3,1.0
CHEMBL1023,0.0,5.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3545215,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1289494,0.0,5.4,9.4,0.0,0.0,0.9,0.0,0.0,0.0,4.4,0.3,0.0,0.0,2.3,5.8,5.0,0.0,0.0,0.5,0.0
CHEMBL18442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL119385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2103863,0.2,22.4,20.3,2.4,4.8,15.0,1.1,5.1,10.4,12.6,19.7,5.6,5.9,9.9,18.8,8.3,19.5,8.1,7.7,3.3
CHEMBL178,0.0,22.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0
CHEMBL22587,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0
CHEMBL503,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
CHEMBL3545308,0.0,7.2,9.9,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.9,1.9,1.5,2.3,4.4,1.9,0.0,0.8,0.5,0.0
CHEMBL3545157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2103842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
CHEMBL2035187,3.0,13.1,19.7,5.5,7.0,7.6,7.8,5.4,2.6,8.3,8.1,4.8,5.9,9.4,9.1,9.0,8.4,6.7,7.6,6.5
CHEMBL1766779,0.0,4.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.1,8.9,0.0
CHEMBL429876,0.0,0.0,13.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.1,0.0
CHEMBL279785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
CHEMBL1851943,0.0,15.5,18.8,2.2,2.6,11.7,0.6,3.6,9.8,11.2,13.9,5.9,3.7,10.6,14.2,8.3,13.7,7.2,4.6,2.5
CHEMBL2105717,0.0,0.0,2.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
CHEMBL3260567,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0
CHEMBL1952329,2.1,3.9,8.2,3.7,5.3,0.0,3.0,5.1,2.9,6.6,4.8,4.8,4.8,4.7,5.3,4.2,7.2,4.6,6.0,2.9
CHEMBL101253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL272980,0.0,20.9,17.3,2.4,1.7,8.2,3.0,5.4,2.6,6.2,14.7,1.2,4.5,8.4,5.3,8.9,7.0,9.6,7.9,4.0
CHEMBL586702,0.0,9.4,10.9,0.0,0.0,6.6,0.0,0.3,0.0,0.4,1.8,0.1,1.0,2.3,1.4,0.0,2.7,0.0,0.0,0.0
CHEMBL409,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
HDAJDNHIBCDLQF-RUZDIDTESA-N,0.0,8.5,0.2,0.0,0.0,9.8,0.0,0.0,0.0,19.5,29.2,0.0,3.1,0.0,0.0,4.1,5.3,0.0,0.0,0.0
CHEMBL473417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0
CHEMBL3301607,0.1,6.0,9.0,0.1,0.0,0.2,1.1,2.9,0.0,3.0,1.9,1.2,0.0,1.9,3.1,0.0,2.5,3.4,1.8,0.0
CHEMBL2087361,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.6,2.5,3.0,0.0,0.0,0.0
CHEMBL2216870,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0
CHEMBL1236539,5.0,26.9,27.9,4.6,7.1,27.3,1.2,9.6,5.4,11.4,20.8,6.7,6.7,4.7,9.2,13.2,9.5,11.1,17.6,2.0
CHEMBL1088752,0.0,0.1,4.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.6,0.0
CHEMBL343448,7.6,35.4,33.2,5.7,12.1,30.8,1.3,14.8,27.3,31.5,32.2,8.6,12.4,19.1,27.7,10.8,32.4,30.0,22.4,11.9
CHEMBL710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2336325,2.3,17.0,8.0,6.5,0.0,0.0,0.0,0.0,0.0,0.1,7.3,0.0,0.0,3.4,0.0,0.9,0.0,0.0,0.0,0.0
CHEMBL3286830,0.0,0.8,3.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0
CHEMBL1173055,0.0,2.4,13.4,0.0,0.0,0.0,4.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2017291,0.0,5.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,7.8,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.7,0.0
CHEMBL3421968,0.0,3.6,3.5,0.0,0.0,2.6,0.0,1.1,0.0,0.1,5.7,0.0,0.0,0.1,0.0,5.7,3.3,0.5,3.0,0.0
CHEMBL1738797,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2408045,0.0,2.3,0.0,0.0,0.0,1.2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1214827,0.0,18.9,14.6,1.2,0.0,6.1,0.0,4.4,0.0,10.7,16.5,0.0,4.6,0.1,0.1,0.0,1.3,2.9,2.7,2.5
CHEMBL131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
CHEMBL204021,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,1.3,0.4,0.0
CHEMBL3622533,2.3,32.0,34.3,8.6,12.9,27.1,1.3,16.9,25.2,33.0,33.0,10.9,14.8,27.6,34.0,28.5,41.4,21.3,22.0,13.8
CHEMBL2387080,0.0,11.9,12.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.9,1.2,0.9,0.0,0.0,0.0,0.0
CHEMBL2219422,0.0,12.8,7.5,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.0,0.0,0.0,0.0,0.0
CHEMBL2103882,2.4,5.7,9.5,0.0,2.0,0.0,0.6,1.2,0.0,4.5,3.0,1.2,1.6,4.5,4.8,2.0,3.3,3.7,3.7,1.6
CHEMBL3237875,8.8,13.1,20.9,10.7,11.8,18.6,18.8,18.5,14.5,19.3,8.9,13.1,14.8,15.7,18.4,9.1,20.7,15.1,20.1,11.4
CHEMBL3349001,0.0,12.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0
DMMILYKXNCVKOJ-UHFFFAOYSA-N,0.0,15.9,18.8,0.8,2.4,3.7,0.0,0.0,0.0,4.4,6.1,0.0,0.4,1.5,1.3,8.8,3.0,0.0,5.7,0.0
CHEMBL3039522,1.3,11.2,5.7,0.0,2.7,36.3,3.9,2.2,4.2,13.4,0.0,2.0,6.1,0.8,0.4,10.9,3.5,10.6,19.0,3.2
CHEMBL3417704,6.1,5.4,8.1,3.8,6.1,4.5,0.1,4.4,5.5,6.2,3.8,2.6,5.0,2.2,7.1,8.6,9.4,6.3,8.6,5.0
CHEMBL507361,0.0,1.5,0.0,0.0,0.0,2.6,0.0,0.0,0.1,6.8,19.4,0.0,0.8,0.0,0.6,1.2,1.0,0.0,0.0,0.0
CHEMBL269732,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
CHEMBL650,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0
CHEMBL51483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3087498,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.0,0.0,0.0
CHEMBL1231795,2.8,5.9,8.4,4.4,6.1,6.0,4.8,7.0,4.7,7.8,7.5,3.1,1.9,6.1,4.1,9.7,4.9,6.9,6.3,6.3
CHEMBL3613749,0.0,6.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2140523,0.0,18.1,20.8,0.0,0.0,5.6,0.0,1.2,0.0,12.5,3.5,0.0,0.0,0.2,0.3,4.0,1.1,3.3,2.9,1.4
CHEMBL3183409,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3545187,0.7,13.9,6.2,0.0,1.4,6.3,0.0,1.5,0.1,3.8,8.8,2.0,3.2,0.2,1.7,5.0,3.2,5.0,4.9,1.0
CHEMBL3402762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL10041,0.0,1.7,4.8,3.9,1.5,0.9,1.1,4.6,1.7,2.9,2.6,0.3,1.5,2.6,0.0,4.1,2.1,7.2,2.6,1.2
CHEMBL356769,0.0,0.0,6.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.5,0.0,0.3,5.4,0.0
CHEMBL1230640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2177390,0.0,19.4,12.5,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,5.0,0.0,0.0,0.4,0.0,0.0,0.0
CHEMBL252164,0.0,23.6,18.4,1.1,0.0,14.0,0.0,8.7,0.0,19.6,26.6,0.0,9.5,2.3,0.0,0.0,5.1,4.6,5.7,0.0
CHEMBL2364627,0.0,0.0,13.3,0.1,0.0,9.3,0.0,0.2,0.0,4.7,0.0,1.9,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0
CHEMBL298734,6.3,33.1,34.0,7.4,6.4,6.3,7.3,5.7,7.2,8.0,2.9,5.5,3.7,7.5,10.5,22.4,7.7,6.6,10.1,7.1
CHEMBL3040440,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.1,0.0,0.0,2.3,0.0,14.4,2.6,0.0,0.0,0.0
CHEMBL2146883,0.0,5.5,0.0,0.0,0.0,11.6,0.0,0.3,0.0,8.9,28.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL411907,0.0,0.0,0.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3348846,0.0,0.0,1.4,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1201139,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2311578,2.8,3.8,6.2,3.9,3.0,6.1,4.4,2.8,6.4,6.9,3.6,3.5,5.4,4.7,5.8,6.0,8.0,4.0,7.7,3.5
CHEMBL27759,0.1,14.2,7.5,0.0,0.0,2.7,0.0,1.3,0.0,2.8,7.8,0.3,4.7,4.5,3.8,10.8,3.4,4.4,2.0,0.0
CHEMBL3218576,0.4,11.5,22.0,0.6,1.5,0.0,0.0,1.2,0.0,2.5,3.1,0.0,2.8,2.4,5.2,0.9,3.8,0.6,0.0,0.0
CHEMBL3545369,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
CHEMBL44657,0.0,20.8,29.0,0.0,0.0,4.3,1.3,2.2,0.1,1.5,17.1,0.0,0.4,2.1,3.0,3.3,0.0,2.4,9.9,0.5
CHEMBL1229517,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
KXMZDGSRSGHMMK-VWLOTQADSA-N,0.0,7.0,11.6,0.6,1.0,8.8,2.8,3.3,0.0,4.7,4.7,2.0,0.8,3.5,4.9,3.9,2.9,2.4,7.2,2.1
CHEMBL79004,0.0,0.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
CHEMBL1274,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2431768,1.9,5.1,12.5,0.0,2.9,41.6,2.4,2.9,2.6,13.3,2.2,2.3,9.0,1.0,2.0,10.7,5.7,17.2,17.8,3.9
CHEMBL449158,0.0,0.0,5.8,0.0,0.0,6.4,0.0,0.4,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
CHEMBL2386889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0
CHEMBL314854,6.7,4.8,9.0,7.3,7.1,5.3,8.1,7.4,6.7,7.0,3.1,6.7,3.2,5.8,7.5,7.3,7.5,7.0,7.2,4.3
CHEMBL521880,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.1,0.1,0.0,0.0,2.1,9.5,0.0,0.0,0.6,0.0
CHEMBL2017974,2.6,8.7,13.4,0.0,2.9,0.0,0.0,1.4,0.0,4.1,3.6,1.0,2.6,3.6,3.0,0.0,0.6,2.4,0.1,1.5
CHEMBL43,0.5,26.3,32.9,1.5,0.0,3.6,0.0,2.2,0.2,4.1,14.6,0.0,0.8,1.9,3.2,0.9,1.5,4.6,9.2,0.0
CHEMBL2048872,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1957266,0.0,21.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,15.0,0.0,0.0,0.0,0.7,2.9,1.2,0.0,5.5,0.0
CHEMBL2220486,0.0,2.8,8.4,0.0,0.0,0.0,0.0,0.1,0.0,0.4,1.1,0.0,0.0,3.3,0.0,0.1,0.2,0.0,0.0,0.0
CHEMBL2402737,0.0,16.2,19.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,8.8,0.0,1.9,0.5,0.0
CHEMBL1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1094250,2.3,8.0,22.0,1.5,8.7,0.1,3.8,1.5,4.0,1.8,16.2,0.0,0.0,12.7,1.0,5.7,0.0,6.0,8.6,1.7
CHEMBL3186534,0.0,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2103875,0.0,0.1,0.0,0.4,0.0,12.2,0.0,0.0,0.0,10.1,28.6,0.1,1.1,0.0,0.7,0.4,1.9,0.0,0.0,0.0
CHEMBL3108909,4.6,3.5,7.6,5.1,8.8,4.4,1.9,4.5,5.1,6.8,12.2,5.7,4.8,4.2,6.0,5.0,7.2,8.0,5.0,5.8
CHEMBL3187723,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.0,0.2,0.8,0.0,0.0,0.0,1.2,0.7,0.0,0.0
CHEMBL470334,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.5,0.9,0.9,0.0,0.0,0.0
CHEMBL1144,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2179387,0.0,3.5,3.2,0.2,0.0,0.0,0.0,0.5,0.0,3.4,8.4,0.0,0.1,0.0,0.1,4.0,0.0,0.0,2.4,0.0
CHEMBL2005186,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
CHEMBL1098298,0.0,7.0,29.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
CHEMBL2158051,0.0,0.0,6.3,0.0,0.0,27.3,3.6,1.5,0.0,6.2,0.0,3.0,4.0,0.0,0.0,1.4,0.0,4.4,11.1,2.4
CHEMBL514201,0.0,0.0,4.0,0.0,0.0,3.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL451887,9.6,14.2,30.9,16.5,19.9,31.7,32.1,29.7,26.1,31.7,7.9,17.9,23.5,19.9,26.1,26.4,29.6,22.0,30.5,14.8
CHEMBL58,0.0,23.1,45.6,0.0,0.0,2.3,0.0,0.0,0.0,0.0,16.2,0.0,0.0,4.3,0.0,0.0,0.8,0.0,6.5,0.0
CHEMBL727,0.0,11.6,2.3,0.0,0.0,0.0,0.0,2.6,0.0,0.4,5.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,2.1,0.0
CHEMBL339133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3188267,0.0,0.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL53463,0.0,20.7,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
CHEMBL592445,0.0,20.9,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.3,0.0,2.8,6.7,2.2,0.0,1.8,0.0,0.0,0.0
CHEMBL254328,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3397300,0.0,4.1,8.8,0.0,0.0,20.9,0.0,0.0,0.0,3.2,0.9,1.0,1.3,1.3,1.1,0.4,0.0,0.0,2.3,0.0
CHEMBL3629569,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
CHEMBL2103879,0.0,19.1,18.0,20.0,0.0,14.0,0.0,2.4,0.2,18.7,19.0,0.0,7.4,1.8,0.0,4.3,4.3,3.7,5.8,1.8
CHEMBL1233300,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL566757,0.0,20.9,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,22.5,3.9,8.1,0.2,0.0,0.5,0.0
CHEMBL3414626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3330650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,7.3,14.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
CHEMBL2170177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0
CHEMBL553025,10.6,23.0,46.0,0.0,19.7,19.7,10.6,3.6,2.3,13.7,5.5,0.3,5.8,17.1,44.9,8.4,1.9,12.5,0.0,7.9
CHEMBL443684,0.0,18.9,12.0,1.8,2.1,17.8,0.0,2.4,6.1,0.5,9.8,0.0,5.6,1.4,0.7,0.0,1.1,1.3,8.4,0.0
CHEMBL1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2140173,0.2,0.2,4.6,8.1,0.0,0.0,0.4,0.0,0.0,1.3,0.0,0.0,0.0,0.9,0.0,2.2,0.0,0.0,1.2,0.0
CHEMBL3622373,0.0,2.2,0.0,0.0,0.0,0.1,0.0,0.0,0.8,4.4,8.1,0.0,0.0,0.0,0.0,4.2,1.7,1.4,1.8,0.0
CHEMBL3039517,0.0,3.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,4.5,0.0
CHEMBL231616,0.0,4.4,6.5,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.1,0.0
CHEMBL2103851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
CHEMBL3414621,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
CHEMBL1969664,0.0,0.0,5.3,0.0,0.3,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2103884,7.7,15.2,21.6,12.0,13.5,19.2,21.0,23.3,18.1,20.6,8.4,11.2,13.0,18.9,17.5,16.3,17.5,17.2,21.8,7.8
KHWCPNJRJCNVRI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
CHEMBL3039502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1200374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,3.8,2.0,0.0,0.2,0.0,0.0
CHEMBL1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
CHEMBL1972466,0.0,0.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.5,0.4,4.7,1.6,0.0,0.0,0.0
CHEMBL2325429,1.3,33.0,26.5,0.5,10.1,14.7,5.5,9.7,0.1,20.4,10.4,5.4,2.1,18.6,22.5,5.7,1.1,4.6,9.3,7.9
CHEMBL1233528,0.0,33.0,31.4,0.0,4.3,5.0,1.1,0.0,1.0,8.9,4.7,4.0,4.0,27.7,15.4,0.0,0.5,7.6,13.5,8.3
